wd,ws,freq_val
0.0000000000,0.0000000000,0.0000228154
0.0000000000,1.0000000000,0.0002224504
0.0000000000,2.0000000000,0.0003650468
0.0000000000,3.0000000000,0.0004848277
0.0000000000,4.0000000000,0.0008726899
0.0000000000,5.0000000000,0.0008669861
0.0000000000,6.0000000000,0.0009753593
0.0000000000,7.0000000000,0.0009810632
0.0000000000,8.0000000000,0.0009354324
0.0000000000,9.0000000000,0.0009753593
0.0000000000,10.0000000000,0.0007300935
0.0000000000,11.0000000000,0.0005817933
0.0000000000,12.0000000000,0.0005190509
0.0000000000,13.0000000000,0.0003935661
0.0000000000,14.0000000000,0.0003080082
0.0000000000,15.0000000000,0.0002509697
0.0000000000,16.0000000000,0.0001882272
0.0000000000,17.0000000000,0.0000741501
0.0000000000,18.0000000000,0.0000171116
0.0000000000,19.0000000000,0.0000228154
0.0000000000,20.0000000000,0.0000000000
0.0000000000,21.0000000000,0.0000057039
0.0000000000,22.0000000000,0.0000000000
0.0000000000,23.0000000000,0.0000000000
0.0000000000,24.0000000000,0.0000000000
0.0000000000,25.0000000000,0.0000000000
5.0000000000,0.0000000000,0.0000171116
5.0000000000,1.0000000000,0.0001996350
5.0000000000,2.0000000000,0.0004449008
5.0000000000,3.0000000000,0.0006445357
5.0000000000,4.0000000000,0.0007186858
5.0000000000,5.0000000000,0.0007871321
5.0000000000,6.0000000000,0.0008783938
5.0000000000,7.0000000000,0.0011407712
5.0000000000,8.0000000000,0.0011008442
5.0000000000,9.0000000000,0.0010209902
5.0000000000,10.0000000000,0.0007072781
5.0000000000,11.0000000000,0.0006331280
5.0000000000,12.0000000000,0.0004848277
5.0000000000,13.0000000000,0.0003593429
5.0000000000,14.0000000000,0.0003194159
5.0000000000,15.0000000000,0.0002053388
5.0000000000,16.0000000000,0.0001026694
5.0000000000,17.0000000000,0.0000627424
5.0000000000,18.0000000000,0.0000228154
5.0000000000,19.0000000000,0.0000000000
5.0000000000,20.0000000000,0.0000057039
5.0000000000,21.0000000000,0.0000000000
5.0000000000,22.0000000000,0.0000000000
5.0000000000,23.0000000000,0.0000000000
5.0000000000,24.0000000000,0.0000000000
5.0000000000,25.0000000000,0.0000000000
10.0000000000,0.0000000000,0.0000285193
10.0000000000,1.0000000000,0.0002167465
10.0000000000,2.0000000000,0.0003479352
10.0000000000,3.0000000000,0.0005361624
10.0000000000,4.0000000000,0.0006559434
10.0000000000,5.0000000000,0.0007985398
10.0000000000,6.0000000000,0.0008898015
10.0000000000,7.0000000000,0.0009867671
10.0000000000,8.0000000000,0.0011008442
10.0000000000,9.0000000000,0.0009753593
10.0000000000,10.0000000000,0.0007814282
10.0000000000,11.0000000000,0.0006217203
10.0000000000,12.0000000000,0.0005076432
10.0000000000,13.0000000000,0.0003707506
10.0000000000,14.0000000000,0.0002395619
10.0000000000,15.0000000000,0.0001197810
10.0000000000,16.0000000000,0.0000969655
10.0000000000,17.0000000000,0.0000228154
10.0000000000,18.0000000000,0.0000171116
10.0000000000,19.0000000000,0.0000000000
10.0000000000,20.0000000000,0.0000171116
10.0000000000,21.0000000000,0.0000000000
10.0000000000,22.0000000000,0.0000000000
10.0000000000,23.0000000000,0.0000000000
10.0000000000,24.0000000000,0.0000000000
10.0000000000,25.0000000000,0.0000000000
15.0000000000,0.0000000000,0.0000342231
15.0000000000,1.0000000000,0.0001996350
15.0000000000,2.0000000000,0.0004391969
15.0000000000,3.0000000000,0.0004391969
15.0000000000,4.0000000000,0.0006958704
15.0000000000,5.0000000000,0.0008384668
15.0000000000,6.0000000000,0.0009468401
15.0000000000,7.0000000000,0.0010209902
15.0000000000,8.0000000000,0.0010209902
15.0000000000,9.0000000000,0.0008898015
15.0000000000,10.0000000000,0.0007186858
15.0000000000,11.0000000000,0.0006274241
15.0000000000,12.0000000000,0.0004677162
15.0000000000,13.0000000000,0.0002966005
15.0000000000,14.0000000000,0.0001483003
15.0000000000,15.0000000000,0.0000684463
15.0000000000,16.0000000000,0.0000285193
15.0000000000,17.0000000000,0.0000342231
15.0000000000,18.0000000000,0.0000171116
15.0000000000,19.0000000000,0.0000399270
15.0000000000,20.0000000000,0.0000057039
15.0000000000,21.0000000000,0.0000114077
15.0000000000,22.0000000000,0.0000000000
15.0000000000,23.0000000000,0.0000000000
15.0000000000,24.0000000000,0.0000000000
15.0000000000,25.0000000000,0.0000000000
20.0000000000,0.0000000000,0.0000399270
20.0000000000,1.0000000000,0.0001597080
20.0000000000,2.0000000000,0.0003536391
20.0000000000,3.0000000000,0.0004848277
20.0000000000,4.0000000000,0.0006787588
20.0000000000,5.0000000000,0.0007415013
20.0000000000,6.0000000000,0.0011008442
20.0000000000,7.0000000000,0.0010209902
20.0000000000,8.0000000000,0.0011065480
20.0000000000,9.0000000000,0.0010837326
20.0000000000,10.0000000000,0.0007529090
20.0000000000,11.0000000000,0.0005532740
20.0000000000,12.0000000000,0.0004449008
20.0000000000,13.0000000000,0.0003308236
20.0000000000,14.0000000000,0.0001996350
20.0000000000,15.0000000000,0.0001254848
20.0000000000,16.0000000000,0.0000969655
20.0000000000,17.0000000000,0.0000513347
20.0000000000,18.0000000000,0.0000171116
20.0000000000,19.0000000000,0.0000000000
20.0000000000,20.0000000000,0.0000000000
20.0000000000,21.0000000000,0.0000000000
20.0000000000,22.0000000000,0.0000000000
20.0000000000,23.0000000000,0.0000000000
20.0000000000,24.0000000000,0.0000000000
20.0000000000,25.0000000000,0.0000000000
25.0000000000,0.0000000000,0.0000627424
25.0000000000,1.0000000000,0.0002053388
25.0000000000,2.0000000000,0.0003422313
25.0000000000,3.0000000000,0.0005304586
25.0000000000,4.0000000000,0.0007243897
25.0000000000,5.0000000000,0.0008384668
25.0000000000,6.0000000000,0.0008099475
25.0000000000,7.0000000000,0.0009981748
25.0000000000,8.0000000000,0.0011350673
25.0000000000,9.0000000000,0.0009810632
25.0000000000,10.0000000000,0.0008099475
25.0000000000,11.0000000000,0.0006559434
25.0000000000,12.0000000000,0.0004049738
25.0000000000,13.0000000000,0.0002966005
25.0000000000,14.0000000000,0.0002053388
25.0000000000,15.0000000000,0.0001197810
25.0000000000,16.0000000000,0.0000969655
25.0000000000,17.0000000000,0.0000513347
25.0000000000,18.0000000000,0.0000171116
25.0000000000,19.0000000000,0.0000114077
25.0000000000,20.0000000000,0.0000000000
25.0000000000,21.0000000000,0.0000000000
25.0000000000,22.0000000000,0.0000000000
25.0000000000,23.0000000000,0.0000000000
25.0000000000,24.0000000000,0.0000000000
25.0000000000,25.0000000000,0.0000000000
30.0000000000,0.0000000000,0.0000399270
30.0000000000,1.0000000000,0.0001825234
30.0000000000,2.0000000000,0.0003821583
30.0000000000,3.0000000000,0.0004734200
30.0000000000,4.0000000000,0.0005076432
30.0000000000,5.0000000000,0.0007757244
30.0000000000,6.0000000000,0.0009183208
30.0000000000,7.0000000000,0.0010381018
30.0000000000,8.0000000000,0.0009981748
30.0000000000,9.0000000000,0.0010495095
30.0000000000,10.0000000000,0.0008612822
30.0000000000,11.0000000000,0.0007015743
30.0000000000,12.0000000000,0.0005418663
30.0000000000,13.0000000000,0.0003479352
30.0000000000,14.0000000000,0.0002281542
30.0000000000,15.0000000000,0.0001140771
30.0000000000,16.0000000000,0.0000855578
30.0000000000,17.0000000000,0.0000285193
30.0000000000,18.0000000000,0.0000171116
30.0000000000,19.0000000000,0.0000000000
30.0000000000,20.0000000000,0.0000000000
30.0000000000,21.0000000000,0.0000000000
30.0000000000,22.0000000000,0.0000000000
30.0000000000,23.0000000000,0.0000000000
30.0000000000,24.0000000000,0.0000000000
30.0000000000,25.0000000000,0.0000000000
35.0000000000,0.0000000000,0.0000342231
35.0000000000,1.0000000000,0.0001711157
35.0000000000,2.0000000000,0.0003365275
35.0000000000,3.0000000000,0.0005418663
35.0000000000,4.0000000000,0.0005418663
35.0000000000,5.0000000000,0.0006844627
35.0000000000,6.0000000000,0.0009183208
35.0000000000,7.0000000000,0.0009639516
35.0000000000,8.0000000000,0.0009639516
35.0000000000,9.0000000000,0.0009297285
35.0000000000,10.0000000000,0.0008384668
35.0000000000,11.0000000000,0.0007415013
35.0000000000,12.0000000000,0.0006103126
35.0000000000,13.0000000000,0.0004391969
35.0000000000,14.0000000000,0.0002794889
35.0000000000,15.0000000000,0.0002281542
35.0000000000,16.0000000000,0.0000741501
35.0000000000,17.0000000000,0.0000399270
35.0000000000,18.0000000000,0.0000114077
35.0000000000,19.0000000000,0.0000000000
35.0000000000,20.0000000000,0.0000000000
35.0000000000,21.0000000000,0.0000000000
35.0000000000,22.0000000000,0.0000000000
35.0000000000,23.0000000000,0.0000000000
35.0000000000,24.0000000000,0.0000000000
35.0000000000,25.0000000000,0.0000000000
40.0000000000,0.0000000000,0.0000285193
40.0000000000,1.0000000000,0.0001825234
40.0000000000,2.0000000000,0.0003479352
40.0000000000,3.0000000000,0.0004791239
40.0000000000,4.0000000000,0.0003992699
40.0000000000,5.0000000000,0.0007472051
40.0000000000,6.0000000000,0.0008669861
40.0000000000,7.0000000000,0.0010381018
40.0000000000,8.0000000000,0.0010381018
40.0000000000,9.0000000000,0.0011407712
40.0000000000,10.0000000000,0.0009297285
40.0000000000,11.0000000000,0.0008955054
40.0000000000,12.0000000000,0.0008384668
40.0000000000,13.0000000000,0.0006103126
40.0000000000,14.0000000000,0.0003992699
40.0000000000,15.0000000000,0.0002623774
40.0000000000,16.0000000000,0.0001197810
40.0000000000,17.0000000000,0.0000456308
40.0000000000,18.0000000000,0.0000570386
40.0000000000,19.0000000000,0.0000171116
40.0000000000,20.0000000000,0.0000057039
40.0000000000,21.0000000000,0.0000000000
40.0000000000,22.0000000000,0.0000000000
40.0000000000,23.0000000000,0.0000000000
40.0000000000,24.0000000000,0.0000000000
40.0000000000,25.0000000000,0.0000000000
45.0000000000,0.0000000000,0.0000228154
45.0000000000,1.0000000000,0.0001368925
45.0000000000,2.0000000000,0.0003080082
45.0000000000,3.0000000000,0.0004391969
45.0000000000,4.0000000000,0.0006616473
45.0000000000,5.0000000000,0.0007700205
45.0000000000,6.0000000000,0.0008726899
45.0000000000,7.0000000000,0.0010095825
45.0000000000,8.0000000000,0.0011122519
45.0000000000,9.0000000000,0.0013175907
45.0000000000,10.0000000000,0.0010552133
45.0000000000,11.0000000000,0.0010038786
45.0000000000,12.0000000000,0.0008498745
45.0000000000,13.0000000000,0.0006844627
45.0000000000,14.0000000000,0.0004563085
45.0000000000,15.0000000000,0.0002794889
45.0000000000,16.0000000000,0.0001026694
45.0000000000,17.0000000000,0.0000399270
45.0000000000,18.0000000000,0.0000513347
45.0000000000,19.0000000000,0.0000171116
45.0000000000,20.0000000000,0.0000114077
45.0000000000,21.0000000000,0.0000000000
45.0000000000,22.0000000000,0.0000057039
45.0000000000,23.0000000000,0.0000000000
45.0000000000,24.0000000000,0.0000000000
45.0000000000,25.0000000000,0.0000000000
50.0000000000,0.0000000000,0.0000342231
50.0000000000,1.0000000000,0.0002452658
50.0000000000,2.0000000000,0.0004449008
50.0000000000,3.0000000000,0.0004677162
50.0000000000,4.0000000000,0.0006388319
50.0000000000,5.0000000000,0.0008612822
50.0000000000,6.0000000000,0.0008612822
50.0000000000,7.0000000000,0.0009525439
50.0000000000,8.0000000000,0.0009297285
50.0000000000,9.0000000000,0.0010951403
50.0000000000,10.0000000000,0.0011350673
50.0000000000,11.0000000000,0.0009981748
50.0000000000,12.0000000000,0.0008783938
50.0000000000,13.0000000000,0.0007186858
50.0000000000,14.0000000000,0.0004905316
50.0000000000,15.0000000000,0.0003536391
50.0000000000,16.0000000000,0.0001597080
50.0000000000,17.0000000000,0.0000513347
50.0000000000,18.0000000000,0.0000342231
50.0000000000,19.0000000000,0.0000285193
50.0000000000,20.0000000000,0.0000000000
50.0000000000,21.0000000000,0.0000000000
50.0000000000,22.0000000000,0.0000000000
50.0000000000,23.0000000000,0.0000000000
50.0000000000,24.0000000000,0.0000000000
50.0000000000,25.0000000000,0.0000000000
55.0000000000,0.0000000000,0.0000513347
55.0000000000,1.0000000000,0.0001996350
55.0000000000,2.0000000000,0.0003194159
55.0000000000,3.0000000000,0.0004848277
55.0000000000,4.0000000000,0.0006160164
55.0000000000,5.0000000000,0.0007928360
55.0000000000,6.0000000000,0.0008042437
55.0000000000,7.0000000000,0.0010152863
55.0000000000,8.0000000000,0.0009354324
55.0000000000,9.0000000000,0.0009411362
55.0000000000,10.0000000000,0.0009468401
55.0000000000,11.0000000000,0.0009012092
55.0000000000,12.0000000000,0.0007072781
55.0000000000,13.0000000000,0.0005989049
55.0000000000,14.0000000000,0.0004620123
55.0000000000,15.0000000000,0.0004563085
55.0000000000,16.0000000000,0.0002794889
55.0000000000,17.0000000000,0.0000912617
55.0000000000,18.0000000000,0.0000741501
55.0000000000,19.0000000000,0.0000285193
55.0000000000,20.0000000000,0.0000171116
55.0000000000,21.0000000000,0.0000114077
55.0000000000,22.0000000000,0.0000000000
55.0000000000,23.0000000000,0.0000000000
55.0000000000,24.0000000000,0.0000000000
55.0000000000,25.0000000000,0.0000000000
60.0000000000,0.0000000000,0.0000342231
60.0000000000,1.0000000000,0.0002509697
60.0000000000,2.0000000000,0.0003878622
60.0000000000,3.0000000000,0.0005361624
60.0000000000,4.0000000000,0.0006103126
60.0000000000,5.0000000000,0.0008213552
60.0000000000,6.0000000000,0.0008612822
60.0000000000,7.0000000000,0.0008441707
60.0000000000,8.0000000000,0.0010894365
60.0000000000,9.0000000000,0.0009981748
60.0000000000,10.0000000000,0.0011635866
60.0000000000,11.0000000000,0.0010209902
60.0000000000,12.0000000000,0.0009126169
60.0000000000,13.0000000000,0.0008156514
60.0000000000,14.0000000000,0.0004905316
60.0000000000,15.0000000000,0.0004563085
60.0000000000,16.0000000000,0.0002737851
60.0000000000,17.0000000000,0.0001368925
60.0000000000,18.0000000000,0.0000570386
60.0000000000,19.0000000000,0.0000228154
60.0000000000,20.0000000000,0.0000000000
60.0000000000,21.0000000000,0.0000000000
60.0000000000,22.0000000000,0.0000000000
60.0000000000,23.0000000000,0.0000000000
60.0000000000,24.0000000000,0.0000000000
60.0000000000,25.0000000000,0.0000000000
65.0000000000,0.0000000000,0.0000228154
65.0000000000,1.0000000000,0.0001996350
65.0000000000,2.0000000000,0.0002966005
65.0000000000,3.0000000000,0.0004848277
65.0000000000,4.0000000000,0.0007072781
65.0000000000,5.0000000000,0.0007700205
65.0000000000,6.0000000000,0.0009924709
65.0000000000,7.0000000000,0.0010266940
65.0000000000,8.0000000000,0.0010951403
65.0000000000,9.0000000000,0.0011122519
65.0000000000,10.0000000000,0.0010723249
65.0000000000,11.0000000000,0.0010438056
65.0000000000,12.0000000000,0.0008099475
65.0000000000,13.0000000000,0.0007871321
65.0000000000,14.0000000000,0.0004848277
65.0000000000,15.0000000000,0.0004449008
65.0000000000,16.0000000000,0.0001825234
65.0000000000,17.0000000000,0.0001540041
65.0000000000,18.0000000000,0.0000228154
65.0000000000,19.0000000000,0.0000000000
65.0000000000,20.0000000000,0.0000000000
65.0000000000,21.0000000000,0.0000000000
65.0000000000,22.0000000000,0.0000000000
65.0000000000,23.0000000000,0.0000000000
65.0000000000,24.0000000000,0.0000000000
65.0000000000,25.0000000000,0.0000000000
70.0000000000,0.0000000000,0.0000342231
70.0000000000,1.0000000000,0.0001254848
70.0000000000,2.0000000000,0.0002966005
70.0000000000,3.0000000000,0.0005703856
70.0000000000,4.0000000000,0.0005817933
70.0000000000,5.0000000000,0.0008156514
70.0000000000,6.0000000000,0.0009012092
70.0000000000,7.0000000000,0.0012263290
70.0000000000,8.0000000000,0.0010894365
70.0000000000,9.0000000000,0.0012092174
70.0000000000,10.0000000000,0.0010038786
70.0000000000,11.0000000000,0.0012548483
70.0000000000,12.0000000000,0.0009639516
70.0000000000,13.0000000000,0.0005874971
70.0000000000,14.0000000000,0.0004677162
70.0000000000,15.0000000000,0.0003878622
70.0000000000,16.0000000000,0.0001939311
70.0000000000,17.0000000000,0.0001254848
70.0000000000,18.0000000000,0.0000285193
70.0000000000,19.0000000000,0.0000057039
70.0000000000,20.0000000000,0.0000000000
70.0000000000,21.0000000000,0.0000114077
70.0000000000,22.0000000000,0.0000000000
70.0000000000,23.0000000000,0.0000000000
70.0000000000,24.0000000000,0.0000000000
70.0000000000,25.0000000000,0.0000000000
75.0000000000,0.0000000000,0.0000456308
75.0000000000,1.0000000000,0.0002167465
75.0000000000,2.0000000000,0.0003308236
75.0000000000,3.0000000000,0.0004677162
75.0000000000,4.0000000000,0.0006901666
75.0000000000,5.0000000000,0.0006616473
75.0000000000,6.0000000000,0.0009240246
75.0000000000,7.0000000000,0.0010438056
75.0000000000,8.0000000000,0.0011293634
75.0000000000,9.0000000000,0.0012719598
75.0000000000,10.0000000000,0.0012491444
75.0000000000,11.0000000000,0.0010095825
75.0000000000,12.0000000000,0.0008783938
75.0000000000,13.0000000000,0.0006160164
75.0000000000,14.0000000000,0.0004620123
75.0000000000,15.0000000000,0.0003080082
75.0000000000,16.0000000000,0.0001368925
75.0000000000,17.0000000000,0.0001197810
75.0000000000,18.0000000000,0.0000513347
75.0000000000,19.0000000000,0.0000285193
75.0000000000,20.0000000000,0.0000114077
75.0000000000,21.0000000000,0.0000114077
75.0000000000,22.0000000000,0.0000000000
75.0000000000,23.0000000000,0.0000000000
75.0000000000,24.0000000000,0.0000000000
75.0000000000,25.0000000000,0.0000000000
80.0000000000,0.0000000000,0.0000570386
80.0000000000,1.0000000000,0.0001711157
80.0000000000,2.0000000000,0.0003251198
80.0000000000,3.0000000000,0.0003935661
80.0000000000,4.0000000000,0.0005989049
80.0000000000,5.0000000000,0.0008042437
80.0000000000,6.0000000000,0.0009924709
80.0000000000,7.0000000000,0.0012263290
80.0000000000,8.0000000000,0.0011806982
80.0000000000,9.0000000000,0.0012662560
80.0000000000,10.0000000000,0.0010894365
80.0000000000,11.0000000000,0.0011122519
80.0000000000,12.0000000000,0.0008498745
80.0000000000,13.0000000000,0.0006445357
80.0000000000,14.0000000000,0.0005190509
80.0000000000,15.0000000000,0.0003251198
80.0000000000,16.0000000000,0.0001768195
80.0000000000,17.0000000000,0.0001083733
80.0000000000,18.0000000000,0.0000855578
80.0000000000,19.0000000000,0.0000285193
80.0000000000,20.0000000000,0.0000114077
80.0000000000,21.0000000000,0.0000114077
80.0000000000,22.0000000000,0.0000000000
80.0000000000,23.0000000000,0.0000000000
80.0000000000,24.0000000000,0.0000000000
80.0000000000,25.0000000000,0.0000000000
85.0000000000,0.0000000000,0.0000399270
85.0000000000,1.0000000000,0.0002053388
85.0000000000,2.0000000000,0.0002794889
85.0000000000,3.0000000000,0.0005247547
85.0000000000,4.0000000000,0.0005989049
85.0000000000,5.0000000000,0.0007472051
85.0000000000,6.0000000000,0.0010495095
85.0000000000,7.0000000000,0.0012149213
85.0000000000,8.0000000000,0.0012491444
85.0000000000,9.0000000000,0.0013632215
85.0000000000,10.0000000000,0.0012605521
85.0000000000,11.0000000000,0.0010495095
85.0000000000,12.0000000000,0.0007928360
85.0000000000,13.0000000000,0.0006160164
85.0000000000,14.0000000000,0.0004905316
85.0000000000,15.0000000000,0.0003251198
85.0000000000,16.0000000000,0.0002053388
85.0000000000,17.0000000000,0.0001540041
85.0000000000,18.0000000000,0.0000684463
85.0000000000,19.0000000000,0.0000570386
85.0000000000,20.0000000000,0.0000171116
85.0000000000,21.0000000000,0.0000114077
85.0000000000,22.0000000000,0.0000000000
85.0000000000,23.0000000000,0.0000000000
85.0000000000,24.0000000000,0.0000000000
85.0000000000,25.0000000000,0.0000000000
90.0000000000,0.0000000000,0.0000399270
90.0000000000,1.0000000000,0.0001311887
90.0000000000,2.0000000000,0.0002680812
90.0000000000,3.0000000000,0.0004563085
90.0000000000,4.0000000000,0.0005304586
90.0000000000,5.0000000000,0.0008498745
90.0000000000,6.0000000000,0.0008955054
90.0000000000,7.0000000000,0.0010438056
90.0000000000,8.0000000000,0.0011635866
90.0000000000,9.0000000000,0.0011236596
90.0000000000,10.0000000000,0.0010495095
90.0000000000,11.0000000000,0.0008555784
90.0000000000,12.0000000000,0.0007243897
90.0000000000,13.0000000000,0.0006046087
90.0000000000,14.0000000000,0.0003878622
90.0000000000,15.0000000000,0.0002167465
90.0000000000,16.0000000000,0.0002110427
90.0000000000,17.0000000000,0.0001996350
90.0000000000,18.0000000000,0.0000741501
90.0000000000,19.0000000000,0.0000741501
90.0000000000,20.0000000000,0.0000513347
90.0000000000,21.0000000000,0.0000114077
90.0000000000,22.0000000000,0.0000000000
90.0000000000,23.0000000000,0.0000000000
90.0000000000,24.0000000000,0.0000000000
90.0000000000,25.0000000000,0.0000000000
95.0000000000,0.0000000000,0.0000342231
95.0000000000,1.0000000000,0.0002680812
95.0000000000,2.0000000000,0.0003593429
95.0000000000,3.0000000000,0.0005076432
95.0000000000,4.0000000000,0.0005475702
95.0000000000,5.0000000000,0.0005932010
95.0000000000,6.0000000000,0.0009297285
95.0000000000,7.0000000000,0.0009468401
95.0000000000,8.0000000000,0.0010495095
95.0000000000,9.0000000000,0.0010266940
95.0000000000,10.0000000000,0.0009240246
95.0000000000,11.0000000000,0.0009354324
95.0000000000,12.0000000000,0.0008042437
95.0000000000,13.0000000000,0.0006844627
95.0000000000,14.0000000000,0.0005247547
95.0000000000,15.0000000000,0.0004391969
95.0000000000,16.0000000000,0.0002966005
95.0000000000,17.0000000000,0.0001311887
95.0000000000,18.0000000000,0.0000741501
95.0000000000,19.0000000000,0.0000627424
95.0000000000,20.0000000000,0.0000342231
95.0000000000,21.0000000000,0.0000000000
95.0000000000,22.0000000000,0.0000114077
95.0000000000,23.0000000000,0.0000000000
95.0000000000,24.0000000000,0.0000000000
95.0000000000,25.0000000000,0.0000000000
100.0000000000,0.0000000000,0.0000342231
100.0000000000,1.0000000000,0.0001711157
100.0000000000,2.0000000000,0.0003764545
100.0000000000,3.0000000000,0.0004620123
100.0000000000,4.0000000000,0.0005932010
100.0000000000,5.0000000000,0.0007871321
100.0000000000,6.0000000000,0.0008099475
100.0000000000,7.0000000000,0.0009069131
100.0000000000,8.0000000000,0.0008555784
100.0000000000,9.0000000000,0.0009411362
100.0000000000,10.0000000000,0.0008612822
100.0000000000,11.0000000000,0.0008555784
100.0000000000,12.0000000000,0.0007757244
100.0000000000,13.0000000000,0.0007357974
100.0000000000,14.0000000000,0.0004734200
100.0000000000,15.0000000000,0.0004049738
100.0000000000,16.0000000000,0.0002053388
100.0000000000,17.0000000000,0.0000741501
100.0000000000,18.0000000000,0.0000513347
100.0000000000,19.0000000000,0.0000114077
100.0000000000,20.0000000000,0.0000057039
100.0000000000,21.0000000000,0.0000000000
100.0000000000,22.0000000000,0.0000000000
100.0000000000,23.0000000000,0.0000000000
100.0000000000,24.0000000000,0.0000000000
100.0000000000,25.0000000000,0.0000000000
105.0000000000,0.0000000000,0.0000114077
105.0000000000,1.0000000000,0.0002509697
105.0000000000,2.0000000000,0.0003536391
105.0000000000,3.0000000000,0.0004848277
105.0000000000,4.0000000000,0.0006616473
105.0000000000,5.0000000000,0.0006616473
105.0000000000,6.0000000000,0.0007928360
105.0000000000,7.0000000000,0.0007985398
105.0000000000,8.0000000000,0.0008042437
105.0000000000,9.0000000000,0.0009069131
105.0000000000,10.0000000000,0.0007757244
105.0000000000,11.0000000000,0.0007072781
105.0000000000,12.0000000000,0.0006331280
105.0000000000,13.0000000000,0.0003935661
105.0000000000,14.0000000000,0.0004049738
105.0000000000,15.0000000000,0.0002338581
105.0000000000,16.0000000000,0.0001996350
105.0000000000,17.0000000000,0.0000741501
105.0000000000,18.0000000000,0.0000228154
105.0000000000,19.0000000000,0.0000000000
105.0000000000,20.0000000000,0.0000000000
105.0000000000,21.0000000000,0.0000000000
105.0000000000,22.0000000000,0.0000057039
105.0000000000,23.0000000000,0.0000000000
105.0000000000,24.0000000000,0.0000000000
105.0000000000,25.0000000000,0.0000000000
110.0000000000,0.0000000000,0.0000342231
110.0000000000,1.0000000000,0.0002110427
110.0000000000,2.0000000000,0.0003479352
110.0000000000,3.0000000000,0.0004391969
110.0000000000,4.0000000000,0.0005475702
110.0000000000,5.0000000000,0.0007072781
110.0000000000,6.0000000000,0.0007015743
110.0000000000,7.0000000000,0.0006901666
110.0000000000,8.0000000000,0.0007928360
110.0000000000,9.0000000000,0.0008726899
110.0000000000,10.0000000000,0.0006958704
110.0000000000,11.0000000000,0.0005703856
110.0000000000,12.0000000000,0.0005019393
110.0000000000,13.0000000000,0.0002966005
110.0000000000,14.0000000000,0.0002908966
110.0000000000,15.0000000000,0.0001654118
110.0000000000,16.0000000000,0.0001483003
110.0000000000,17.0000000000,0.0000399270
110.0000000000,18.0000000000,0.0000456308
110.0000000000,19.0000000000,0.0000057039
110.0000000000,20.0000000000,0.0000057039
110.0000000000,21.0000000000,0.0000000000
110.0000000000,22.0000000000,0.0000000000
110.0000000000,23.0000000000,0.0000000000
110.0000000000,24.0000000000,0.0000000000
110.0000000000,25.0000000000,0.0000000000
115.0000000000,0.0000000000,0.0000285193
115.0000000000,1.0000000000,0.0001425964
115.0000000000,2.0000000000,0.0003422313
115.0000000000,3.0000000000,0.0004506046
115.0000000000,4.0000000000,0.0004905316
115.0000000000,5.0000000000,0.0005361624
115.0000000000,6.0000000000,0.0006502396
115.0000000000,7.0000000000,0.0007928360
115.0000000000,8.0000000000,0.0007643167
115.0000000000,9.0000000000,0.0007757244
115.0000000000,10.0000000000,0.0006445357
115.0000000000,11.0000000000,0.0006673511
115.0000000000,12.0000000000,0.0005646817
115.0000000000,13.0000000000,0.0004106776
115.0000000000,14.0000000000,0.0003479352
115.0000000000,15.0000000000,0.0002509697
115.0000000000,16.0000000000,0.0001825234
115.0000000000,17.0000000000,0.0000513347
115.0000000000,18.0000000000,0.0000228154
115.0000000000,19.0000000000,0.0000171116
115.0000000000,20.0000000000,0.0000000000
115.0000000000,21.0000000000,0.0000000000
115.0000000000,22.0000000000,0.0000000000
115.0000000000,23.0000000000,0.0000000000
115.0000000000,24.0000000000,0.0000000000
115.0000000000,25.0000000000,0.0000000000
120.0000000000,0.0000000000,0.0000171116
120.0000000000,1.0000000000,0.0001311887
120.0000000000,2.0000000000,0.0003422313
120.0000000000,3.0000000000,0.0004049738
120.0000000000,4.0000000000,0.0005589779
120.0000000000,5.0000000000,0.0006046087
120.0000000000,6.0000000000,0.0008099475
120.0000000000,7.0000000000,0.0008783938
120.0000000000,8.0000000000,0.0007985398
